Full Name,Birth Date (YYYY-MM-DD),Birth City,Birth State/Province (if applicable),Birth Country,Primary Profession,Primary Research Area,Major Contribution
Stanley Jensen 324,1961-07-08,Zurich,,Switzerland,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,Enterprise Sales Force Automation and Channel Distribution Models
Irene Vaughan 325,1951-02-26,Sydney,New South Wales,Australia,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Clara Sutton 326,1951-06-15,Los Angeles,California,United States,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Arthur Sutton 327,1979-02-07,Panama City,,Panama,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Ulysses Miller 328,1970-11-28,Dubai,,United Arab Emirates,Ride-Hailing Innovator,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Hannah Ingram 329,1932-02-24,Dubai,,United Arab Emirates,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Teresa Russell 330,1913-08-21,Antwerp,,Belgium,Global Freight Expert,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
George Vaughan 331,1973-01-20,Montreal,Quebec,Canada,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Nora Taylor 332,1917-02-10,Panama City,,Panama,Sales Leadership Pioneer,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Oscar Young 333,1953-03-21,Singapore,,Singapore,Export Trade Strategist,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Ulysses Sato 334,1974-07-19,Hong Kong,,China,Supply Chain Researcher,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Wendy King 335,1940-02-01,San Francisco,California,United States,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Brenda Sutton 336,1924-05-22,Tokyo,,Japan,Cab Service Founder,Freight Forwarding & Maritime Transport Management,Enterprise Sales Force Automation and Channel Distribution Models
Evelyn O'Connor 337,1918-08-20,Hong Kong,,China,Ride-Hailing Innovator,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Patrick Garcia 338,1912-01-06,Shanghai,,China,Commercial Sales Director,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Bernard Evans 339,1909-08-22,Shanghai,,China,Ride-Hailing Innovator,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
David Morgan 340,1944-12-01,Zurich,,Switzerland,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Harold Henderson 341,1904-11-14,Paris,,France,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Laura Carter 342,1918-02-03,New York City,New York,United States,Cab Service Founder,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Zachary Ingram 343,1910-03-28,Paris,,France,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Fiona Evans 344,1949-12-05,Sydney,New South Wales,Australia,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Fiona Davies 345,1946-10-05,Hong Kong,,China,Transport & Export Executive,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Stanley Jensen 346,1970-10-10,Antwerp,,Belgium,Supply Chain Researcher,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Fiona Ellis 347,1981-11-12,San Francisco,California,United States,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Patrick King 348,1921-12-27,Singapore,,Singapore,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Karl Morgan 349,1940-05-10,Zurich,,Switzerland,Supply Chain Researcher,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Patrick Larson 350,1909-04-06,Los Angeles,California,United States,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Ignacio Owens 351,1959-06-28,Panama City,,Panama,Logistics Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Richard White 352,1929-09-21,Toronto,Ontario,Canada,Sales Leadership Pioneer,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Nora Phillips 353,1936-04-11,Hong Kong,,China,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Olga Patel 354,1961-02-06,Montreal,Quebec,Canada,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Monica Dixon 355,1926-11-14,Montreal,Quebec,Canada,Cab Service Founder,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
Martin Nelson 356,1905-07-18,New York City,New York,United States,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Thomas Patel 357,1934-04-10,Toronto,Ontario,Canada,Global Freight Expert,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Karl Carter 358,1932-02-23,Sydney,New South Wales,Australia,Global Freight Expert,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Kenji Russell 359,1943-02-15,Sydney,New South Wales,Australia,Commercial Sales Director,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Ignacio Roberts 360,1929-10-06,Montreal,Quebec,Canada,Cab Service Founder,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Clara Davies 361,1922-07-01,London,,United Kingdom,Global Freight Expert,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Walter Ingram 362,1966-04-19,Singapore,,Singapore,Ride-Hailing Innovator,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Clara Jensen 363,1941-08-14,Zurich,,Switzerland,Ride-Hailing Innovator,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Yvonne Newman 364,1961-10-18,Shanghai,,China,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Hannah Zimmermann 365,1936-09-24,Toronto,Ontario,Canada,Cab Service Founder,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Harold Sutton 366,1935-01-02,Hong Kong,,China,Sales Leadership Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Olga Zimmermann 367,1937-11-10,Seattle,Washington,United States,Global Freight Expert,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Evelyn King 368,1978-01-14,New York City,New York,United States,Last-Mile Delivery Specialist,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Ulysses Zimmermann 369,1908-03-12,Antwerp,,Belgium,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Julia Miller 370,1913-06-17,Hamburg,,Germany,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Norman Smith 371,1930-09-11,Rotterdam,,Netherlands,Ride-Hailing Innovator,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Diana Johnson 372,1945-05-14,Hamburg,,Germany,Logistics Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Paula Cole 373,1974-09-06,Antwerp,,Belgium,Transport & Export Executive,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Rachel Turner 374,1923-04-15,Paris,,France,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Alice Smith 375,1978-04-06,Paris,,France,Sales Leadership Pioneer,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Monica Aoki 376,1924-08-28,Antwerp,,Belgium,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Charles Johnson 377,1905-06-13,Montreal,Quebec,Canada,Export Trade Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Richard Morgan 378,1914-11-15,Los Angeles,California,United States,Global Freight Expert,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Victor Black 379,1929-07-04,New York City,New York,United States,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Grace Foster 380,1959-10-09,Dubai,,United Arab Emirates,Export Trade Strategist,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Brenda Gibson 381,1912-01-19,Montreal,Quebec,Canada,Logistics Pioneer,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Irene Klein 382,1922-03-12,Seattle,Washington,United States,Transportation Economist,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
James Roberts 383,1981-11-13,Hong Kong,,China,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
Julia Zimmermann 384,1965-08-28,Antwerp,,Belgium,Delivery Network Strategist,Urban Mobility & Ride-Hailing Network Economics,Enterprise Sales Force Automation and Channel Distribution Models
Walter White 385,1927-09-24,Dubai,,United Arab Emirates,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Enterprise Sales Force Automation and Channel Distribution Models
Monica Klein 386,1926-07-09,Dubai,,United Arab Emirates,Delivery Network Strategist,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Patrick Johnson 387,1981-09-11,London,,United Kingdom,Supply Chain Researcher,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
David Owens 388,1927-04-19,Hong Kong,,China,Logistics Pioneer,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Monica Larson 389,1977-06-19,Panama City,,Panama,Transportation Economist,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Valerie Larson 390,1971-08-07,Hamburg,,Germany,Global Freight Expert,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Brenda Smith 391,1931-07-21,Singapore,,Singapore,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Evelyn Ellis 392,1945-06-20,Panama City,,Panama,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,High-Performance B2B Sales Methodologies and Key Account Management
Frank Vance 393,1929-12-09,Zurich,,Switzerland,Cab Service Founder,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Valerie Quinn 394,1906-09-22,Paris,,France,Ride-Hailing Innovator,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Bernard Harris 395,1957-10-11,Paris,,France,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Stanley Tanaka 396,1937-09-04,Chicago,Illinois,United States,Export Trade Strategist,Last-Mile Delivery Innovation & Autonomous Transit,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Diana Carter 397,1960-10-22,Tokyo,,Japan,Transport & Export Executive,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Teresa Evans 398,1965-04-14,Singapore,,Singapore,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Karl O'Connor 399,1979-05-04,Antwerp,,Belgium,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Clara Foster 400,1909-04-20,Zurich,,Switzerland,Cab Service Founder,Last-Mile Delivery Innovation & Autonomous Transit,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Thomas Nelson 401,1930-07-18,Dubai,,United Arab Emirates,Export Trade Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Clara Ingram 402,1970-05-16,Montreal,Quebec,Canada,Global Freight Expert,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Paula Baker 403,1943-04-21,Tokyo,,Japan,Global Freight Expert,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Monica Jensen 404,1921-05-05,Tokyo,,Japan,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Olga Henderson 405,1947-01-23,Los Angeles,California,United States,Commercial Sales Director,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Wendy Foster 406,1947-07-04,Antwerp,,Belgium,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Victor Young 407,1921-04-21,Singapore,,Singapore,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Karen Johnson 408,1976-03-14,Montreal,Quebec,Canada,Cab Service Founder,B2B Commercial Sales Strategy & Distribution Networks,Dynamic Route Optimization for Express Parcel Delivery
Charles Larson 409,1911-01-09,Tokyo,,Japan,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Richard Evans 410,1930-03-18,Paris,,France,Ride-Hailing Innovator,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Sandra Cole 411,1900-10-07,Rotterdam,,Netherlands,Last-Mile Delivery Specialist,Last-Mile Delivery Innovation & Autonomous Transit,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Walter Fisher 412,1973-07-17,Tokyo,,Japan,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Sandra Vaughan 413,1970-10-26,Rotterdam,,Netherlands,Supply Chain Researcher,Global Supply Chain Optimization & Export Logistics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Diana Klein 414,1950-12-17,Dubai,,United Arab Emirates,Global Freight Expert,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Sandra Miller 415,1965-03-20,San Francisco,California,United States,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Dynamic Route Optimization for Express Parcel Delivery
Julia Owens 416,1941-06-02,Panama City,,Panama,Export Trade Strategist,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Xavier Vance 417,1921-10-10,Toronto,Ontario,Canada,Sales Leadership Pioneer,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Patrick Black 418,1909-02-19,Los Angeles,California,United States,Global Freight Expert,Last-Mile Delivery Innovation & Autonomous Transit,Enterprise Sales Force Automation and Channel Distribution Models
George Nelson 419,1943-05-14,Los Angeles,California,United States,Transport & Export Executive,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Kenji Ellis 420,1915-09-13,Seattle,Washington,United States,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Grace Ingram 421,1918-03-21,London,,United Kingdom,Last-Mile Delivery Specialist,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Kenji Carter 422,1978-04-21,Tokyo,,Japan,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Multimodal Freight Interconnectivity and Port Logistics
Harold Cole 423,1912-03-12,Hamburg,,Germany,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Walter Wong 424,1904-12-18,San Francisco,California,United States,Commercial Sales Director,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Clara Evans 425,1933-06-08,Seattle,Washington,United States,Cab Service Founder,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Zoe Jensen 426,1921-12-23,Singapore,,Singapore,Transportation Economist,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Fiona Evans 427,1925-01-08,New York City,New York,United States,Ride-Hailing Innovator,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Yvonne Quinn 428,1952-12-01,Los Angeles,California,United States,Ride-Hailing Innovator,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Martin Evans 429,1945-10-16,London,,United Kingdom,Global Freight Expert,Global Supply Chain Optimization & Export Logistics,Multimodal Freight Interconnectivity and Port Logistics
Wendy Vaughan 430,1933-03-22,London,,United Kingdom,Commercial Sales Director,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Martin Owens 431,1970-06-25,Chicago,Illinois,United States,Transportation Economist,Customer Acquisition & High-Volume Sales Leadership,High-Performance B2B Sales Methodologies and Key Account Management
Rachel Miller 432,1943-04-27,San Francisco,California,United States,Delivery Network Strategist,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Thomas Phillips 433,1931-06-04,Shanghai,,China,Last-Mile Delivery Specialist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Stanley Gibson 434,1904-06-09,Dubai,,United Arab Emirates,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
George Henderson 435,1978-07-07,Toronto,Ontario,Canada,Supply Chain Researcher,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Harold Sato 436,1939-12-19,Dubai,,United Arab Emirates,Logistics Pioneer,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Paula Nelson 437,1965-09-12,San Francisco,California,United States,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,Enterprise Sales Force Automation and Channel Distribution Models
Bernard Morgan 438,1979-10-19,Los Angeles,California,United States,Ride-Hailing Innovator,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Diana Smith 439,1937-04-27,Sydney,New South Wales,Australia,Transportation Economist,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Bernard Klein 440,1955-02-05,Los Angeles,California,United States,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Martin Johnson 441,1953-11-17,Sydney,New South Wales,Australia,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Fiona Morgan 442,1949-11-24,Shanghai,,China,Transportation Economist,Last-Mile Delivery Innovation & Autonomous Transit,Multimodal Freight Interconnectivity and Port Logistics
Valerie Patel 443,1926-04-23,Tokyo,,Japan,Global Freight Expert,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Olga Lewis 444,1948-04-28,Chicago,Illinois,United States,Transportation Economist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Oscar Foster 445,1922-02-22,Montreal,Quebec,Canada,Sales Leadership Pioneer,Customer Acquisition & High-Volume Sales Leadership,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Ignacio Jensen 446,1923-08-12,Antwerp,,Belgium,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Paula Davies 447,1962-11-27,Panama City,,Panama,Supply Chain Researcher,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Charles Quinn 448,1907-06-03,Dubai,,United Arab Emirates,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Multimodal Freight Interconnectivity and Port Logistics
Ignacio Fisher 449,1973-10-22,Los Angeles,California,United States,Ride-Hailing Innovator,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Julia Smith 450,1924-01-25,Toronto,Ontario,Canada,Transportation Economist,Customer Acquisition & High-Volume Sales Leadership,Containerized Freight Standardization and Global Trade Expansion
Bernard Gibson 451,1917-12-03,San Francisco,California,United States,Transportation Economist,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Martin Sutton 452,1943-01-04,Montreal,Quebec,Canada,Ride-Hailing Innovator,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Laura Russell 453,1917-08-17,New York City,New York,United States,Cab Service Founder,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Zachary Sutton 454,1913-05-18,Montreal,Quebec,Canada,Sales Leadership Pioneer,Freight Forwarding & Maritime Transport Management,High-Performance B2B Sales Methodologies and Key Account Management
Arthur Cole 455,1955-01-18,Seattle,Washington,United States,Transport & Export Executive,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Norman Larson 456,1978-02-25,Montreal,Quebec,Canada,Transport & Export Executive,Last-Mile Delivery Innovation & Autonomous Transit,Containerized Freight Standardization and Global Trade Expansion
Brenda Cole 457,1972-09-04,Montreal,Quebec,Canada,Ride-Hailing Innovator,Freight Forwarding & Maritime Transport Management,Enterprise Sales Force Automation and Channel Distribution Models
Julia Ingram 458,1943-09-20,Dubai,,United Arab Emirates,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Yvonne Peters 459,1939-06-28,Montreal,Quebec,Canada,Cab Service Founder,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Irene Turner 460,1974-06-06,Singapore,,Singapore,Last-Mile Delivery Specialist,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Martin Sato 461,1932-08-28,Sydney,New South Wales,Australia,Global Freight Expert,B2B Commercial Sales Strategy & Distribution Networks,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Sandra Newman 462,1967-09-10,London,,United Kingdom,Sales Leadership Pioneer,B2B Commercial Sales Strategy & Distribution Networks,High-Performance B2B Sales Methodologies and Key Account Management
Yuri Peters 463,1931-12-03,London,,United Kingdom,Commercial Sales Director,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Frank Harris 464,1931-09-14,Tokyo,,Japan,Transport & Export Executive,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Victor Klein 465,1964-11-07,Panama City,,Panama,Export Trade Strategist,Freight Forwarding & Maritime Transport Management,Dynamic Route Optimization for Express Parcel Delivery
Rachel Jensen 466,1939-10-09,Zurich,,Switzerland,Cab Service Founder,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Hannah Sato 467,1938-10-09,New York City,New York,United States,Commercial Sales Director,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Valerie Foster 468,1959-10-21,Singapore,,Singapore,Cab Service Founder,B2B Commercial Sales Strategy & Distribution Networks,Enterprise Sales Force Automation and Channel Distribution Models
Walter Nelson 469,1941-03-13,Panama City,,Panama,Transportation Economist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Martin Tanaka 470,1958-04-22,San Francisco,California,United States,Export Trade Strategist,Global Supply Chain Optimization & Export Logistics,Enterprise Sales Force Automation and Channel Distribution Models
Karen Russell 471,1918-12-28,Zurich,,Switzerland,Delivery Network Strategist,Urban Mobility & Ride-Hailing Network Economics,Dynamic Route Optimization for Express Parcel Delivery
Bernard Morgan 472,1939-12-20,Shanghai,,China,Export Trade Strategist,Urban Mobility & Ride-Hailing Network Economics,Multimodal Freight Interconnectivity and Port Logistics
Stanley Gibson 473,1979-08-09,San Francisco,California,United States,Transport & Export Executive,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Diana Vance 474,1922-02-02,Rotterdam,,Netherlands,Last-Mile Delivery Specialist,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Julia Johnson 475,1924-08-08,Toronto,Ontario,Canada,Transport & Export Executive,B2B Commercial Sales Strategy & Distribution Networks,Containerized Freight Standardization and Global Trade Expansion
Brenda Morgan 476,1903-02-17,Chicago,Illinois,United States,Delivery Network Strategist,Customer Acquisition & High-Volume Sales Leadership,Enterprise Sales Force Automation and Channel Distribution Models
Sandra Baker 477,1927-12-16,Paris,,France,Commercial Sales Director,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Thomas Iversen 478,1973-09-01,Tokyo,,Japan,Cab Service Founder,Freight Forwarding & Maritime Transport Management,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Fiona Tanaka 479,1956-09-02,Dubai,,United Arab Emirates,Transport & Export Executive,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Irene Nelson 480,1928-05-02,Panama City,,Panama,Last-Mile Delivery Specialist,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
Nora Sato 481,1911-10-10,Singapore,,Singapore,Commercial Sales Director,Last-Mile Delivery Innovation & Autonomous Transit,High-Performance B2B Sales Methodologies and Key Account Management
Teresa Evans 482,1933-04-01,San Francisco,California,United States,Transportation Economist,Last-Mile Delivery Innovation & Autonomous Transit,Dynamic Route Optimization for Express Parcel Delivery
Norman Garcia 483,1961-11-07,Antwerp,,Belgium,Logistics Pioneer,Urban Mobility & Ride-Hailing Network Economics,On-Demand Dispatch Algorithms and Urban Cab Service Scaling
Quentin Taylor 484,1917-08-14,San Francisco,California,United States,Commercial Sales Director,Freight Forwarding & Maritime Transport Management,Containerized Freight Standardization and Global Trade Expansion
Hannah Lewis 485,1976-01-24,Chicago,Illinois,United States,Sales Leadership Pioneer,Global Supply Chain Optimization & Export Logistics,Containerized Freight Standardization and Global Trade Expansion
Wendy Roberts 486,1970-06-05,San Francisco,California,United States,Supply Chain Researcher,Urban Mobility & Ride-Hailing Network Economics,Containerized Freight Standardization and Global Trade Expansion
Teresa Lewis 487,1903-01-13,Shanghai,,China,Cab Service Founder,Customer Acquisition & High-Volume Sales Leadership,Dynamic Route Optimization for Express Parcel Delivery
